id,prescriber_last_name,prescriber_first_name,drug_name,drug_cost
1184637084,ABOU-ISSA,FADI,OXYCODONE HCL,2897.19
1184637084,ABOU-ISSA,FADI,OXYCODONE-ACETAMINOPHEN,5039.92
1184637084,ABOU-ISSA,FADI,PANTOPRAZOLE SODIUM,7310.16
1184637084,ABOU-ISSA,FADI,PAROXETINE HCL,1110.27
1184637084,ABOU-ISSA,FADI,PEN NEEDLE,136.2
1184637084,ABOU-ISSA,FADI,PERMETHRIN,1250.24
1184637084,ABOU-ISSA,FADI,PHENOBARBITAL,2152.07
1184637084,ABOU-ISSA,FADI,PHENYTOIN SODIUM EXTENDED,1598.05
1184637084,ABOU-ISSA,FADI,PIOGLITAZONE HCL,2583.84
1184637084,ABOU-ISSA,FADI,POLYETHYLENE GLYCOL 3350,4400.34
1184637084,ABOU-ISSA,FADI,POTASSIUM CHLORIDE,13718.98
1184637084,ABOU-ISSA,FADI,PRADAXA,5777.38
1184637084,ABOU-ISSA,FADI,PRAMIPEXOLE DIHYDROCHLORIDE,2506.66
1184637084,ABOU-ISSA,FADI,PRAVASTATIN SODIUM,10289.83
1184637084,ABOU-ISSA,FADI,PRAZOSIN HCL,442.53
1184637084,ABOU-ISSA,FADI,PREDNISONE,2120.69
1184637084,ABOU-ISSA,FADI,PREMARIN,9830.74
1184637084,ABOU-ISSA,FADI,PRIMIDONE,696.47
1184637084,ABOU-ISSA,FADI,PRISTIQ ER,5907.15
1184637084,ABOU-ISSA,FADI,PROAIR HFA,5786.97
1184637084,ABOU-ISSA,FADI,PROBENECID,2677.03
1184637084,ABOU-ISSA,FADI,PROCHLORPERAZINE MALEATE,84.08
1184637084,ABOU-ISSA,FADI,PROMETHAZINE HCL,177.96
1184637084,ABOU-ISSA,FADI,PROPYLTHIOURACIL,671.23
1184637084,ABOU-ISSA,FADI,QUETIAPINE FUMARATE,9188.43
1184637084,ABOU-ISSA,FADI,QUINAPRIL HCL,1294.78
1184637084,ABOU-ISSA,FADI,QUINAPRIL-HYDROCHLOROTHIAZIDE,1057.17
1184637084,ABOU-ISSA,FADI,RALOXIFENE HCL,10560.48
1184637084,ABOU-ISSA,FADI,RAMIPRIL,1429.65
1184637084,ABOU-ISSA,FADI,RANEXA,34519.48
1184637084,ABOU-ISSA,FADI,RANITIDINE HCL,489.27
1184637084,ABOU-ISSA,FADI,RAPAFLO,4532.52
1184637084,ABOU-ISSA,FADI,RENVELA,11409.27
1184637084,ABOU-ISSA,FADI,REPAGLINIDE,3162.42
1184637084,ABOU-ISSA,FADI,RISEDRONATE SODIUM,2847.54
1184637084,ABOU-ISSA,FADI,RIVASTIGMINE,2809.89
1184637084,ABOU-ISSA,FADI,ROPINIROLE HCL,2769.99
1184637084,ABOU-ISSA,FADI,SANTYL,5644.6
1184637084,ABOU-ISSA,FADI,SAVELLA,14046.28
1184637084,ABOU-ISSA,FADI,SENSIPAR,9435.56
1184637084,ABOU-ISSA,FADI,SEROQUEL XR,15294.16
1184637084,ABOU-ISSA,FADI,SERTRALINE HCL,3979.63
1184637084,ABOU-ISSA,FADI,SILDENAFIL,8261.02
1184637084,ABOU-ISSA,FADI,SILVER SULFADIAZINE,292.25
1184637084,ABOU-ISSA,FADI,SIMVASTATIN,7675.47
1184637084,ABOU-ISSA,FADI,SOTALOL,803.0
1184637084,ABOU-ISSA,FADI,SPIRIVA,44656.81
1184637084,ABOU-ISSA,FADI,SPIRONOLACTONE,2213.55
1184637084,ABOU-ISSA,FADI,SUCRALFATE,1029.29
1184637084,ABOU-ISSA,FADI,SULFAMETHOXAZOLE-TRIMETHOPRIM,411.4
1184637084,ABOU-ISSA,FADI,SUMATRIPTAN SUCCINATE,643.63
1184637084,ABOU-ISSA,FADI,SURE COMFORT,1332.44
1184637084,ABOU-ISSA,FADI,SURE COMFORT,349.05
1184637084,ABOU-ISSA,FADI,SYMBICORT,44247.96
1184637084,ABOU-ISSA,FADI,SYNTHROID,5355.1
1184637084,ABOU-ISSA,FADI,TACROLIMUS,492.55
1184637084,ABOU-ISSA,FADI,TAMOXIFEN CITRATE,595.09
1184637084,ABOU-ISSA,FADI,TAMSULOSIN HCL,15512.95
1184637084,ABOU-ISSA,FADI,TAZTIA XT,1115.83
1184637084,ABOU-ISSA,FADI,TELMISARTAN,1419.04
1184637084,ABOU-ISSA,FADI,TEMAZEPAM,1049.86
1184637084,ABOU-ISSA,FADI,TERAZOSIN HCL,148.34
1184637084,ABOU-ISSA,FADI,TESTOSTERONE CYPIONATE,488.37
1184637084,ABOU-ISSA,FADI,THIORIDAZINE HCL,866.02
1184637084,ABOU-ISSA,FADI,TIZANIDINE HCL,1210.72
1184637084,ABOU-ISSA,FADI,TOBRAMYCIN-DEXAMETHASONE,1398.81
1184637084,ABOU-ISSA,FADI,TOLTERODINE TARTRATE ER,7608.43
1184637084,ABOU-ISSA,FADI,TOPIRAMATE,2363.67
1184637084,ABOU-ISSA,FADI,TOPROL XL,1670.11
1184637084,ABOU-ISSA,FADI,TORSEMIDE,1376.04
1184637084,ABOU-ISSA,FADI,TRADJENTA,13667.29
1184637084,ABOU-ISSA,FADI,TRAMADOL HCL,1737.12
1184637084,ABOU-ISSA,FADI,TRAMADOL HCL-ACETAMINOPHEN,2471.42
1184637084,ABOU-ISSA,FADI,TRANDOLAPRIL,986.47
1184637084,ABOU-ISSA,FADI,TRANSDERM-SCOP,2177.09
1184637084,ABOU-ISSA,FADI,TRAZODONE HCL,305.16
1184637084,ABOU-ISSA,FADI,TRIAMCINOLONE ACETONIDE,746.31
1184637084,ABOU-ISSA,FADI,TRIAMTERENE-HYDROCHLOROTHIAZID,464.18
1184637084,ABOU-ISSA,FADI,TRIBENZOR,2366.31
1184637084,ABOU-ISSA,FADI,TRIMETHOPRIM,304.05
1184637084,ABOU-ISSA,FADI,TROSPIUM CHLORIDE,3497.86
1184637084,ABOU-ISSA,FADI,TUDORZA PRESSAIR,11384.9
1184637084,ABOU-ISSA,FADI,UNIFINE PENTIPS,736.56
1184637084,ABOU-ISSA,FADI,URSODIOL,6733.93
1184637084,ABOU-ISSA,FADI,VALACYCLOVIR,1497.93
1184637084,ABOU-ISSA,FADI,VALPROIC ACID,167.04
1184637084,ABOU-ISSA,FADI,VALSARTAN,12387.93
1184637084,ABOU-ISSA,FADI,VALSARTAN-HYDROCHLOROTHIAZIDE,5936.79
1184637084,ABOU-ISSA,FADI,VENLAFAXINE HCL,766.53
1184637084,ABOU-ISSA,FADI,VENLAFAXINE HCL ER,2266.46
1184637084,ABOU-ISSA,FADI,VENTOLIN HFA,1255.55
1184637084,ABOU-ISSA,FADI,VERAPAMIL ER,3289.29
1184637084,ABOU-ISSA,FADI,VERAPAMIL ER PM,1669.54
1184637084,ABOU-ISSA,FADI,VERAPAMIL SR,1421.01
1184637084,ABOU-ISSA,FADI,VESICARE,12143.95
1184637084,ABOU-ISSA,FADI,VEXOL,1380.23
1184637084,ABOU-ISSA,FADI,VICTOZA 2-PAK,4821.42
1184637084,ABOU-ISSA,FADI,VICTOZA 3-PAK,12099.71
1184637084,ABOU-ISSA,FADI,VIMOVO,18866.04
1184637084,ABOU-ISSA,FADI,VIMPAT,40726.6
1184637084,ABOU-ISSA,FADI,VOLTAREN,5146.48
1184637084,ABOU-ISSA,FADI,VYTORIN,2997.74
1184637084,ABOU-ISSA,FADI,WARFARIN SODIUM,4315.89
1184637084,ABOU-ISSA,FADI,WELCHOL,13352.96
1184637084,ABOU-ISSA,FADI,XARELTO,43447.37
1184637084,ABOU-ISSA,FADI,XIFAXAN,41773.18
1184637084,ABOU-ISSA,FADI,ZETIA,10386.1
1184637084,ABOU-ISSA,FADI,ZIPRASIDONE HCL,5660.8
1184637084,ABOU-ISSA,FADI,ZOLPIDEM TARTRATE,3760.23
1053730655,ABOU-JAOUDE,ELIANE,ALLOPURINOL,95.98
1053730655,ABOU-JAOUDE,ELIANE,AMLODIPINE BESYLATE,66.54
1053730655,ABOU-JAOUDE,ELIANE,ATORVASTATIN CALCIUM,559.17
1053730655,ABOU-JAOUDE,ELIANE,CARVEDILOL,174.28
1053730655,ABOU-JAOUDE,ELIANE,FUROSEMIDE,50.75
1053730655,ABOU-JAOUDE,ELIANE,HYDRALAZINE HCL,308.55
1053730655,ABOU-JAOUDE,ELIANE,HYDROCHLOROTHIAZIDE,45.64
1053730655,ABOU-JAOUDE,ELIANE,ISOSORBIDE MONONITRATE ER,211.26
1053730655,ABOU-JAOUDE,ELIANE,LISINOPRIL,204.52
1053730655,ABOU-JAOUDE,ELIANE,METFORMIN HCL,161.96
1053730655,ABOU-JAOUDE,ELIANE,METOPROLOL SUCCINATE,638.95
1053730655,ABOU-JAOUDE,ELIANE,OMEPRAZOLE,108.42
1053730655,ABOU-JAOUDE,ELIANE,SIMVASTATIN,46.35
1053730655,ABOU-JAOUDE,ELIANE,TAMSULOSIN HCL,387.96
1053730655,ABOU-JAOUDE,ELIANE,ZETIA,2532.71
1699772707,ABOU-JAOUDE,WALID,ALPRAZOLAM,91.54
1699772707,ABOU-JAOUDE,WALID,HYDROCODONE-ACETAMINOPHEN,314.04
1699772707,ABOU-JAOUDE,WALID,OXYCODONE-ACETAMINOPHEN,255.33
1548226541,ABOU-JAWDE,RONY,ACYCLOVIR,458.05
1548226541,ABOU-JAWDE,RONY,ALLOPURINOL,67.77
1548226541,ABOU-JAWDE,RONY,ALPRAZOLAM,329.73
1548226541,ABOU-JAWDE,RONY,ANASTROZOLE,3756.53
1548226541,ABOU-JAWDE,RONY,AZITHROMYCIN,83.64
1548226541,ABOU-JAWDE,RONY,CARVEDILOL,28.8
1548226541,ABOU-JAWDE,RONY,CEPHALEXIN,161.27
1548226541,ABOU-JAWDE,RONY,CIPROFLOXACIN HCL,123.81
1548226541,ABOU-JAWDE,RONY,CITALOPRAM HBR,102.57
1548226541,ABOU-JAWDE,RONY,DEXAMETHASONE,407.43
1548226541,ABOU-JAWDE,RONY,DIPHENOXYLATE-ATROPINE,619.65
1548226541,ABOU-JAWDE,RONY,EXEMESTANE,4954.38
1548226541,ABOU-JAWDE,RONY,FAMOTIDINE,13.79
1548226541,ABOU-JAWDE,RONY,FENTANYL,2436.25
1548226541,ABOU-JAWDE,RONY,FLUCONAZOLE,115.54
1548226541,ABOU-JAWDE,RONY,FUROSEMIDE,53.8
1548226541,ABOU-JAWDE,RONY,GABAPENTIN,628.44
1548226541,ABOU-JAWDE,RONY,GLEEVEC,266945.32
1548226541,ABOU-JAWDE,RONY,HYDROCODONE-ACETAMINOPHEN,3611.51
1548226541,ABOU-JAWDE,RONY,HYDROMORPHONE HCL,141.76
1548226541,ABOU-JAWDE,RONY,HYDROXYUREA,1669.52
1548226541,ABOU-JAWDE,RONY,IMBRUVICA,208812.47
1548226541,ABOU-JAWDE,RONY,LETROZOLE,187.61
1548226541,ABOU-JAWDE,RONY,LEVOFLOXACIN,109.58
1548226541,ABOU-JAWDE,RONY,LEVOTHYROXINE SODIUM,183.3
1548226541,ABOU-JAWDE,RONY,LORAZEPAM,49.21
1548226541,ABOU-JAWDE,RONY,LYRICA,5237.97
1548226541,ABOU-JAWDE,RONY,METOCLOPRAMIDE HCL,124.07
1548226541,ABOU-JAWDE,RONY,NYSTATIN,1167.39
1548226541,ABOU-JAWDE,RONY,OMEPRAZOLE,733.31
1548226541,ABOU-JAWDE,RONY,ONDANSETRON HCL,1654.59
1548226541,ABOU-JAWDE,RONY,OXYCODONE-ACETAMINOPHEN,1010.83
1548226541,ABOU-JAWDE,RONY,PANTOPRAZOLE SODIUM,62.44
1548226541,ABOU-JAWDE,RONY,POTASSIUM CHLORIDE,982.85
1548226541,ABOU-JAWDE,RONY,PREDNISONE,1319.64
1548226541,ABOU-JAWDE,RONY,PROCHLORPERAZINE MALEATE,438.64
1548226541,ABOU-JAWDE,RONY,PROMACTA,55588.34
1548226541,ABOU-JAWDE,RONY,RANITIDINE HCL,221.93
1548226541,ABOU-JAWDE,RONY,REVLIMID,274273.17
1548226541,ABOU-JAWDE,RONY,ROPINIROLE HCL,60.62
1548226541,ABOU-JAWDE,RONY,TAMOXIFEN CITRATE,2016.16
1548226541,ABOU-JAWDE,RONY,TEMAZEPAM,211.17
1548226541,ABOU-JAWDE,RONY,TRAMADOL HCL,147.3
1548226541,ABOU-JAWDE,RONY,VENLAFAXINE HCL ER,383.62
1548226541,ABOU-JAWDE,RONY,WARFARIN SODIUM,858.45
1548226541,ABOU-JAWDE,RONY,XALKORI,148602.95
1548226541,ABOU-JAWDE,RONY,XTANDI,124053.47
1548226541,ABOU-JAWDE,RONY,ZYTIGA,260125.51
1568546679,ABOU-KHALIL,BASSEL,AMITRIPTYLINE HCL,302.74
1568546679,ABOU-KHALIL,BASSEL,APTIOM,15751.68
1568546679,ABOU-KHALIL,BASSEL,BANZEL,113435.67
1568546679,ABOU-KHALIL,BASSEL,CARBAMAZEPINE,4049.95
1568546679,ABOU-KHALIL,BASSEL,CARBAMAZEPINE ER,6760.1
1568546679,ABOU-KHALIL,BASSEL,CARBATROL,1801.8
1568546679,ABOU-KHALIL,BASSEL,CITALOPRAM HBR,408.78
1568546679,ABOU-KHALIL,BASSEL,CLONAZEPAM,992.09
1568546679,ABOU-KHALIL,BASSEL,DEPAKOTE ER,17512.6
1568546679,ABOU-KHALIL,BASSEL,DIAZEPAM,314.28
1568546679,ABOU-KHALIL,BASSEL,DILANTIN,1214.43
1568546679,ABOU-KHALIL,BASSEL,DIVALPROEX SODIUM,6787.52
1568546679,ABOU-KHALIL,BASSEL,DIVALPROEX SODIUM ER,48083.88
1568546679,ABOU-KHALIL,BASSEL,DULOXETINE HCL,2728.1
1568546679,ABOU-KHALIL,BASSEL,EQUETRO,3105.59
1568546679,ABOU-KHALIL,BASSEL,ESCITALOPRAM OXALATE,208.45
1568546679,ABOU-KHALIL,BASSEL,FELBAMATE,59429.03
1568546679,ABOU-KHALIL,BASSEL,FELBATOL,132917.89
1568546679,ABOU-KHALIL,BASSEL,FLUOXETINE HCL,159.74
1568546679,ABOU-KHALIL,BASSEL,FYCOMPA,8160.84
1568546679,ABOU-KHALIL,BASSEL,GABAPENTIN,3149.32
1568546679,ABOU-KHALIL,BASSEL,GABITRIL,53306.81
1568546679,ABOU-KHALIL,BASSEL,IMIPRAMINE HCL,598.9
1568546679,ABOU-KHALIL,BASSEL,KEPPRA,99471.7
1568546679,ABOU-KHALIL,BASSEL,KEPPRA XR,124987.88
1568546679,ABOU-KHALIL,BASSEL,LAMICTAL,127094.58
1568546679,ABOU-KHALIL,BASSEL,LAMICTAL XR,587715.83
1568546679,ABOU-KHALIL,BASSEL,LAMOTRIGINE,8165.75
1568546679,ABOU-KHALIL,BASSEL,LAMOTRIGINE ER,285290.02
1568546679,ABOU-KHALIL,BASSEL,LEVETIRACETAM,11462.98
1568546679,ABOU-KHALIL,BASSEL,LEVETIRACETAM ER,23849.86
1568546679,ABOU-KHALIL,BASSEL,LORAZEPAM,306.46
1568546679,ABOU-KHALIL,BASSEL,LYRICA,43808.76
1568546679,ABOU-KHALIL,BASSEL,ONFI,252202.7
1568546679,ABOU-KHALIL,BASSEL,OXCARBAZEPINE,5861.11
1568546679,ABOU-KHALIL,BASSEL,PAROXETINE HCL,1931.02
1568546679,ABOU-KHALIL,BASSEL,PHENOBARBITAL,1789.14
1568546679,ABOU-KHALIL,BASSEL,PHENYTOIN SODIUM EXTENDED,561.62
1568546679,ABOU-KHALIL,BASSEL,POTASSIUM CHLORIDE,401.94
1568546679,ABOU-KHALIL,BASSEL,POTIGA,7080.67
1568546679,ABOU-KHALIL,BASSEL,PRIMIDONE,673.88
1568546679,ABOU-KHALIL,BASSEL,QUETIAPINE FUMARATE,859.96
1568546679,ABOU-KHALIL,BASSEL,RIZATRIPTAN,406.25
1568546679,ABOU-KHALIL,BASSEL,ROPINIROLE HCL,162.5
1568546679,ABOU-KHALIL,BASSEL,SERTRALINE HCL,167.61
1568546679,ABOU-KHALIL,BASSEL,SUMATRIPTAN SUCCINATE,350.15
1568546679,ABOU-KHALIL,BASSEL,TEGRETOL XR,1231.01
1568546679,ABOU-KHALIL,BASSEL,TOPAMAX,23087.02
1568546679,ABOU-KHALIL,BASSEL,TOPIRAMATE,3620.41
1568546679,ABOU-KHALIL,BASSEL,TRAZODONE HCL,511.75
1568546679,ABOU-KHALIL,BASSEL,VALPROIC ACID,633.05
1568546679,ABOU-KHALIL,BASSEL,VIMPAT,93013.57
1568546679,ABOU-KHALIL,BASSEL,ZONISAMIDE,7946.75
1851587612,ABOU-KHAMIS,TAREQ,ALENDRONATE SODIUM,383.23
1851587612,ABOU-KHAMIS,TAREQ,ALLOPURINOL,340.25
1851587612,ABOU-KHAMIS,TAREQ,ALPRAZOLAM,27.06
1851587612,ABOU-KHAMIS,TAREQ,AMITRIPTYLINE HCL,349.38
1851587612,ABOU-KHAMIS,TAREQ,CELEBREX,6968.82
1851587612,ABOU-KHAMIS,TAREQ,CELECOXIB,4324.67
1851587612,ABOU-KHAMIS,TAREQ,CYCLOBENZAPRINE HCL,1192.95
1851587612,ABOU-KHAMIS,TAREQ,DICLOFENAC SODIUM,5581.02
1851587612,ABOU-KHAMIS,TAREQ,DICLOFENAC SODIUM-MISOPROSTOL,1554.52
1851587612,ABOU-KHAMIS,TAREQ,DULOXETINE HCL,2524.13
1851587612,ABOU-KHAMIS,TAREQ,ENBREL,259293.4
1851587612,ABOU-KHAMIS,TAREQ,GABAPENTIN,629.9
1851587612,ABOU-KHAMIS,TAREQ,HUMIRA PEN,287413.57
1851587612,ABOU-KHAMIS,TAREQ,HYDROCODONE-ACETAMINOPHEN,2128.47
1851587612,ABOU-KHAMIS,TAREQ,HYDROXYCHLOROQUINE SULFATE,35935.35
1851587612,ABOU-KHAMIS,TAREQ,JANUVIA,4063.45
1851587612,ABOU-KHAMIS,TAREQ,LEFLUNOMIDE,7567.9
1851587612,ABOU-KHAMIS,TAREQ,LYRICA,11090.16
1851587612,ABOU-KHAMIS,TAREQ,MELOXICAM,605.62
1851587612,ABOU-KHAMIS,TAREQ,METHOTREXATE,19075.7
1851587612,ABOU-KHAMIS,TAREQ,METHYLPREDNISOLONE,558.96
1851587612,ABOU-KHAMIS,TAREQ,NAPROXEN,342.55
1851587612,ABOU-KHAMIS,TAREQ,OMEPRAZOLE,197.22
1851587612,ABOU-KHAMIS,TAREQ,ORENCIA,40563.25
1851587612,ABOU-KHAMIS,TAREQ,PILOCARPINE HCL,2610.12
1851587612,ABOU-KHAMIS,TAREQ,PREDNISONE,2663.3
1851587612,ABOU-KHAMIS,TAREQ,PROLIA,24862.68
1851587612,ABOU-KHAMIS,TAREQ,SAVELLA,3479.07
1851587612,ABOU-KHAMIS,TAREQ,SULFAMETHOXAZOLE-TRIMETHOPRIM,28.28
1851587612,ABOU-KHAMIS,TAREQ,SULFASALAZINE,368.86
1851587612,ABOU-KHAMIS,TAREQ,TRAMADOL HCL,1878.17
1851587612,ABOU-KHAMIS,TAREQ,ULORIC,13012.09
1851587612,ABOU-KHAMIS,TAREQ,VERAPAMIL ER,262.24
1851587612,ABOU-KHAMIS,TAREQ,VOLTAREN,2201.24
1851587612,ABOU-KHAMIS,TAREQ,XELJANZ,188302.16
1831596428,ABOU-RASS,HASSAN,ACETAMINOPHEN-CODEINE,216.38
1831596428,ABOU-RASS,HASSAN,ALLOPURINOL,135.24
1831596428,ABOU-RASS,HASSAN,ALPRAZOLAM,1171.77
1831596428,ABOU-RASS,HASSAN,AMLODIPINE BESYLATE,213.69
1831596428,ABOU-RASS,HASSAN,ATORVASTATIN CALCIUM,252.47
1831596428,ABOU-RASS,HASSAN,CARVEDILOL,71.91
1831596428,ABOU-RASS,HASSAN,CLONIDINE HCL,171.17
1831596428,ABOU-RASS,HASSAN,CLOPIDOGREL,159.25
1831596428,ABOU-RASS,HASSAN,FUROSEMIDE,60.27
1831596428,ABOU-RASS,HASSAN,HYDROCHLOROTHIAZIDE,63.48
1831596428,ABOU-RASS,HASSAN,HYDROCODONE-ACETAMINOPHEN,372.74
1831596428,ABOU-RASS,HASSAN,LISINOPRIL,209.82
1831596428,ABOU-RASS,HASSAN,LISINOPRIL-HYDROCHLOROTHIAZIDE,86.35
1831596428,ABOU-RASS,HASSAN,METFORMIN HCL,93.56
1831596428,ABOU-RASS,HASSAN,METOPROLOL TARTRATE,150.02
1831596428,ABOU-RASS,HASSAN,OMEPRAZOLE,181.4
1831596428,ABOU-RASS,HASSAN,OXYCODONE HCL,759.96
1831596428,ABOU-RASS,HASSAN,PANTOPRAZOLE SODIUM,115.44
1831596428,ABOU-RASS,HASSAN,PHENYTOIN SODIUM EXTENDED,447.24
1831596428,ABOU-RASS,HASSAN,PREDNISONE,145.8
1831596428,ABOU-RASS,HASSAN,PROAIR HFA,2003.59
1831596428,ABOU-RASS,HASSAN,RENVELA,27868.63
1831596428,ABOU-RASS,HASSAN,SIMVASTATIN,97.09
1831596428,ABOU-RASS,HASSAN,SINGLE USE SWAB,28.87
1831596428,ABOU-RASS,HASSAN,SPIRIVA,3520.14
1831596428,ABOU-RASS,HASSAN,VENTOLIN HFA,530.09
1639356447,ABOU-RAYAN,MOHAMED,SPIRIVA,14385.75
1639356447,ABOU-RAYAN,MOHAMED,SYMBICORT,10591.49
1194719807,ABOU-SAMRA,MOUSTAPHA,HYDROCODONE-ACETAMINOPHEN,716.19
1194719807,ABOU-SAMRA,MOUSTAPHA,OXYCODONE-ACETAMINOPHEN,698.85
1528082500,ABOU-SLEIMAN,JOSEPH,CLOPIDOGREL,105.5
1528082500,ABOU-SLEIMAN,JOSEPH,LISINOPRIL,52.14
1528082500,ABOU-SLEIMAN,JOSEPH,VALSARTAN-HYDROCHLOROTHIAZIDE,179.26
1568626075,ABOU-YAZBECK,RAED,AMOXICILLIN,124.07
1568626075,ABOU-YAZBECK,RAED,CHLORHEXIDINE GLUCONATE,72.16
1568626075,ABOU-YAZBECK,RAED,CLINDAMYCIN HCL,125.56
1568626075,ABOU-YAZBECK,RAED,IBUPROFEN,103.29
1558306795,ABOU-ZAMZAM,AHMED,ATORVASTATIN CALCIUM,324.92
1558306795,ABOU-ZAMZAM,AHMED,CILOSTAZOL,624.12
1558306795,ABOU-ZAMZAM,AHMED,CLOPIDOGREL,526.45
1558306795,ABOU-ZAMZAM,AHMED,HYDROCODONE-ACETAMINOPHEN,485.58
1659572873,ABOU-ZEID,ELIAS,AGGRENOX,5491.51
1659572873,ABOU-ZEID,ELIAS,AMANTADINE,3076.19
1659572873,ABOU-ZEID,ELIAS,AMITRIPTYLINE HCL,667.11
1659572873,ABOU-ZEID,ELIAS,AUBAGIO,80552.1
1659572873,ABOU-ZEID,ELIAS,AZATHIOPRINE,1325.78
1659572873,ABOU-ZEID,ELIAS,AZILECT,11110.66
1659572873,ABOU-ZEID,ELIAS,BACLOFEN,859.87
1659572873,ABOU-ZEID,ELIAS,CARBAMAZEPINE,2916.34
1659572873,ABOU-ZEID,ELIAS,CARBIDOPA-LEVODOPA,8350.48
1659572873,ABOU-ZEID,ELIAS,CARBIDOPA-LEVODOPA ER,1885.64
1659572873,ABOU-ZEID,ELIAS,CITALOPRAM HBR,164.35
1659572873,ABOU-ZEID,ELIAS,CLONAZEPAM,201.97
1659572873,ABOU-ZEID,ELIAS,CLOPIDOGREL,220.04
1659572873,ABOU-ZEID,ELIAS,CYCLOBENZAPRINE HCL,200.66
1659572873,ABOU-ZEID,ELIAS,DEPAKOTE,10695.88
1659572873,ABOU-ZEID,ELIAS,DEPAKOTE ER,17073.08
1659572873,ABOU-ZEID,ELIAS,DILANTIN,471.22
1659572873,ABOU-ZEID,ELIAS,DIVALPROEX SODIUM,706.45
1659572873,ABOU-ZEID,ELIAS,DIVALPROEX SODIUM ER,3116.27
1659572873,ABOU-ZEID,ELIAS,DONEPEZIL HCL,5269.49
1659572873,ABOU-ZEID,ELIAS,DULOXETINE HCL,4684.24
1659572873,ABOU-ZEID,ELIAS,ENTACAPONE,4392.77
1659572873,ABOU-ZEID,ELIAS,ESCITALOPRAM OXALATE,92.19
1659572873,ABOU-ZEID,ELIAS,EXELON,22550.85
1659572873,ABOU-ZEID,ELIAS,FLUDROCORTISONE ACETATE,148.65
1659572873,ABOU-ZEID,ELIAS,GABAPENTIN,11587.41
1659572873,ABOU-ZEID,ELIAS,GLYCOPYRROLATE,784.56
1659572873,ABOU-ZEID,ELIAS,LAMOTRIGINE,1768.83
1659572873,ABOU-ZEID,ELIAS,LAMOTRIGINE ER,19293.06
1659572873,ABOU-ZEID,ELIAS,LEVETIRACETAM,6860.67
1659572873,ABOU-ZEID,ELIAS,LYRICA,49267.9
1659572873,ABOU-ZEID,ELIAS,MECLIZINE HCL,499.76
1659572873,ABOU-ZEID,ELIAS,MEMANTINE HCL,2477.33
1659572873,ABOU-ZEID,ELIAS,MODAFINIL,4317.79
1659572873,ABOU-ZEID,ELIAS,MYCOPHENOLATE MOFETIL,1208.69
1659572873,ABOU-ZEID,ELIAS,NAMENDA,11607.33
1659572873,ABOU-ZEID,ELIAS,NAMENDA XR,25547.07
1659572873,ABOU-ZEID,ELIAS,NORTRIPTYLINE HCL,1053.41
1659572873,ABOU-ZEID,ELIAS,OXCARBAZEPINE,1564.19
1659572873,ABOU-ZEID,ELIAS,PHENOBARBITAL,894.29
1659572873,ABOU-ZEID,ELIAS,PHENYTOIN SODIUM EXTENDED,807.65
1659572873,ABOU-ZEID,ELIAS,PRAMIPEXOLE DIHYDROCHLORIDE,1379.94
1659572873,ABOU-ZEID,ELIAS,PREDNISONE,437.78
1659572873,ABOU-ZEID,ELIAS,PRIMIDONE,3368.67
1659572873,ABOU-ZEID,ELIAS,PROCHLORPERAZINE MALEATE,52.18
1659572873,ABOU-ZEID,ELIAS,PROPRANOLOL HCL,1030.76
1659572873,ABOU-ZEID,ELIAS,PROPRANOLOL HCL ER,2393.35
1659572873,ABOU-ZEID,ELIAS,PYRIDOSTIGMINE BROMIDE,3433.68
1659572873,ABOU-ZEID,ELIAS,QUETIAPINE FUMARATE,625.14
1659572873,ABOU-ZEID,ELIAS,RIVASTIGMINE,4112.82
1659572873,ABOU-ZEID,ELIAS,RIZATRIPTAN,181.44
1659572873,ABOU-ZEID,ELIAS,ROPINIROLE ER,5362.51
1659572873,ABOU-ZEID,ELIAS,ROPINIROLE HCL,1711.43
1659572873,ABOU-ZEID,ELIAS,SERTRALINE HCL,122.04
1659572873,ABOU-ZEID,ELIAS,SUMATRIPTAN SUCCINATE,1335.38
1659572873,ABOU-ZEID,ELIAS,TIZANIDINE HCL,981.8
1659572873,ABOU-ZEID,ELIAS,TOPIRAMATE,3052.55
1659572873,ABOU-ZEID,ELIAS,TRAZODONE HCL,45.54
1659572873,ABOU-ZEID,ELIAS,VENLAFAXINE HCL ER,250.75
1659572873,ABOU-ZEID,ELIAS,VIMPAT,90169.08
1447324603,ABOUAMARA,MOUNA,ANASTROZOLE,447.98
1447324603,ABOUAMARA,MOUNA,AZITHROMYCIN,69.71
1447324603,ABOUAMARA,MOUNA,DEXAMETHASONE,374.83
1447324603,ABOUAMARA,MOUNA,FENTANYL,2405.32
1447324603,ABOUAMARA,MOUNA,GABAPENTIN,144.98
1447324603,ABOUAMARA,MOUNA,GLEEVEC,67536.14
1447324603,ABOUAMARA,MOUNA,HYDROCODONE-ACETAMINOPHEN,327.43
1447324603,ABOUAMARA,MOUNA,HYDROXYUREA,707.75
1447324603,ABOUAMARA,MOUNA,IMBRUVICA,111357.88
1447324603,ABOUAMARA,MOUNA,LETROZOLE,609.95
1447324603,ABOUAMARA,MOUNA,OMEPRAZOLE,64.91
1447324603,ABOUAMARA,MOUNA,ONDANSETRON HCL,1416.26
1447324603,ABOUAMARA,MOUNA,OXYCODONE HCL,771.08
